35.000000	0.000000	12,20,1,3,7,19,4,11,2,6,8,5,9,17,13,14,15,16,10,18,23,25,22,21,24,26,27,		2,1,1,2,1,2,2,2,1,1,2,1,2,1,2,1,4,1,2,2,1,1,1,1,1,1,1,
35.000000	0.000000	3,12,5,1,9,7,13,2,6,20,19,11,10,14,15,16,4,8,17,18,23,25,22,21,24,26,27,		1,1,2,1,1,1,1,1,2,2,2,2,1,2,4,2,1,1,2,1,1,1,1,1,1,1,1,
35.000000	0.000000	3,20,10,1,9,12,7,4,8,19,5,2,6,17,13,14,11,15,16,18,23,25,22,21,24,26,27,		1,2,1,2,2,1,1,2,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,
35.000000	0.000000	7,12,2,10,19,3,5,4,1,11,9,13,14,6,8,17,20,15,16,18,23,25,22,21,24,26,27,		1,2,1,2,2,2,1,2,1,1,2,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,
35.000000	0.000000	1,7,12,9,20,11,3,5,10,2,6,4,8,17,19,13,14,15,16,18,23,25,22,21,24,26,27,		2,2,1,2,1,2,2,2,1,2,1,2,1,2,2,2,4,4,2,2,1,1,1,1,1,1,1,
35.000000	0.000000	2,6,11,7,12,10,4,19,8,20,1,3,5,9,17,13,14,15,16,18,23,25,22,21,24,26,27,		2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,5,5,1,2,1,1,1,1,1,1,1,
35.000000	0.000000	2,12,11,6,3,5,10,4,19,7,8,20,1,9,17,13,14,15,16,18,23,25,22,21,24,26,27,		1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,1,4,5,2,1,1,1,1,1,1,1,1,
35.000000	0.000000	10,7,12,11,3,5,2,19,4,8,20,6,1,9,17,13,14,15,16,18,23,25,22,21,24,26,27,		1,2,1,2,1,2,2,2,1,2,2,2,1,1,1,2,2,3,2,2,1,1,1,1,1,1,1,
35.000000	0.000000	20,2,3,1,12,5,7,4,11,8,9,13,14,15,16,6,19,10,17,18,23,25,22,21,24,26,27,		1,2,1,1,1,1,1,1,1,2,1,2,1,4,1,2,1,1,1,2,1,1,1,1,1,1,1,
35.000000	0.000000	1,3,7,5,10,20,4,8,9,19,11,2,6,17,12,13,14,15,16,18,23,25,22,21,24,26,27,		2,1,2,2,1,1,1,2,1,2,2,1,1,1,2,1,4,3,2,2,1,1,1,1,1,1,1,
35.000000	0.000000	4,11,8,2,6,1,12,3,5,20,10,7,19,9,17,13,14,15,16,18,23,22,25,21,24,26,27,		2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,4,3,1,2,1,1,1,1,1,1,1,
35.000000	0.000000	3,5,20,19,12,4,7,1,9,13,10,8,2,6,17,11,14,15,16,18,23,25,22,21,24,26,27,		2,1,1,1,2,2,2,1,2,2,2,1,2,1,1,1,4,3,2,1,1,1,1,1,1,1,1,
35.000000	0.000000	1,2,6,9,11,20,3,5,10,4,8,19,7,17,12,13,14,15,16,18,23,25,22,21,24,26,27,		1,1,2,2,2,2,1,1,1,2,2,1,1,1,2,1,5,4,1,1,1,1,1,1,1,1,1,
35.000000	0.000000	1,9,19,20,12,7,4,8,11,3,10,2,13,14,15,5,6,17,16,18,23,25,22,21,24,26,27,		2,2,1,1,1,1,2,1,2,2,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,
35.000000	0.000000	11,12,20,10,1,3,7,9,13,14,15,16,4,19,2,6,5,8,17,18,23,25,22,21,24,26,27,		1,1,1,2,1,2,1,1,1,3,5,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,
35.000000	0.000000	11,12,10,7,19,3,5,1,20,4,8,9,13,14,15,16,2,6,17,18,23,25,22,21,24,26,27,		2,2,2,1,1,2,2,1,1,1,2,1,2,1,5,2,1,1,2,2,1,1,1,1,1,1,1,
35.000000	0.000000	11,7,20,19,3,1,9,10,4,8,2,5,6,17,12,13,14,15,16,18,23,22,25,21,24,26,27,		2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,4,1,2,1,1,1,1,1,1,1,
35.000000	0.000000	19,1,12,10,2,11,7,9,13,14,15,4,20,16,6,3,5,8,17,18,22,23,25,21,24,26,27,		2,1,2,2,2,2,1,2,1,5,3,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,
35.000000	0.000000	20,4,3,12,7,2,1,9,11,6,8,13,14,15,16,10,5,17,19,18,23,25,22,21,24,26,27,		1,1,2,1,2,2,1,2,1,1,2,2,4,4,1,1,1,1,1,2,1,1,1,1,1,1,1,
35.000000	0.000000	4,12,19,11,8,2,6,3,5,7,1,9,13,14,20,17,15,10,16,18,23,25,22,21,24,26,27,		2,1,1,2,2,1,2,1,1,2,1,2,1,4,1,2,3,2,1,2,1,1,1,1,1,1,1,
35.000000	0.000000	2,19,11,10,12,4,7,8,20,1,3,5,9,13,6,17,14,15,16,18,23,25,22,21,24,26,27,		1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,
35.000000	0.000000	19,4,12,10,3,11,2,6,8,20,5,1,9,7,17,13,14,15,16,18,23,25,22,21,24,26,27,		2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,5,4,2,2,1,1,1,1,1,1,1,
35.000000	0.000000	4,10,11,1,20,2,12,9,7,6,13,14,15,16,19,3,5,8,17,18,23,25,22,21,24,26,27,		1,2,2,2,1,1,2,2,1,2,2,2,3,1,2,2,1,2,1,2,1,1,1,1,1,1,1,
35.000000	0.000000	1,19,20,11,4,12,3,9,7,13,14,15,16,5,8,10,2,6,17,18,23,25,22,21,24,26,27,		2,1,2,1,1,2,2,1,2,1,1,4,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,
35.000000	0.000000	7,4,8,2,19,6,11,1,9,20,12,13,14,15,16,10,3,5,17,18,23,25,22,21,24,26,27,		2,1,1,1,1,1,2,2,1,2,2,2,5,3,2,1,1,2,2,2,1,1,1,1,1,1,1,
35.000000	0.000000	11,4,20,1,9,12,2,6,19,8,7,13,14,15,16,10,3,5,17,18,23,25,22,21,24,26,27,		2,2,1,2,1,2,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,
35.000000	0.000000	11,19,20,4,8,12,3,5,7,2,6,1,9,13,14,17,15,16,10,18,23,25,22,21,24,26,27,		1,1,1,1,2,1,1,2,2,2,2,1,1,2,5,2,1,1,1,1,1,1,1,1,1,1,1,
35.000000	0.000000	4,8,19,12,2,6,1,9,11,10,3,5,7,13,17,14,15,16,18,20,23,25,22,21,24,26,27,		1,2,2,1,2,2,1,1,2,2,2,2,1,1,2,2,5,2,2,1,1,1,1,1,1,1,1,
35.000000	0.000000	3,12,5,4,8,2,7,11,20,10,1,9,13,14,15,16,19,6,17,18,23,25,22,21,24,26,27,		1,2,2,2,1,1,1,2,1,2,2,1,2,5,1,2,1,2,1,2,1,1,1,1,1,1,1,
35.000000	0.000000	20,7,1,9,2,12,13,14,15,16,19,3,5,10,6,4,11,8,17,18,23,25,22,21,24,26,27,		1,2,2,1,1,2,1,1,4,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,
35.000000	0.000000	10,2,3,7,5,1,9,11,4,8,12,13,6,17,20,19,14,15,16,18,23,22,25,21,24,26,27,		2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,3,2,2,2,1,1,1,1,1,1,1,
35.000000	0.000000	2,6,1,9,10,19,11,4,12,8,3,5,7,17,13,14,15,16,18,20,23,25,22,21,24,26,27,		2,2,1,1,1,2,1,2,2,2,1,2,2,1,2,4,4,2,2,1,1,1,1,1,1,1,1,
35.000000	0.000000	2,10,6,3,1,11,9,20,7,12,13,14,15,16,19,5,4,8,17,18,23,25,22,21,24,26,27,		2,1,1,2,1,1,2,2,1,2,2,3,4,1,1,1,2,2,1,2,1,1,1,1,1,1,1,
35.000000	0.000000	3,10,11,1,9,5,12,7,13,14,20,4,8,19,15,16,2,6,17,18,23,25,22,21,24,26,27,		2,1,1,1,2,1,2,1,2,3,2,1,1,1,3,1,2,2,1,2,1,1,1,1,1,1,1,
