# This file contains the data of final feasible population (if found)
# of objectives = 2, # of constraints = 0, # of real_var = 20, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
35.000000	0.000000	0.986523	0.478460	0.638294	0.532794	0.811661	0.927177	0.973720	0.630205	0.841251	0.524071	0.593185	0.947060	0.023050	0.724965	0.062935	0.585621	0.864640	0.737690	0.323324	0.746475	0.000000	1	100000000000000.000000
35.000000	0.000000	0.986511	0.484520	0.664853	0.539813	0.816531	0.963541	0.965073	0.621718	0.841657	0.517384	0.594977	0.946534	0.002177	0.733467	0.062420	0.583903	0.834434	0.664591	0.328180	0.727622	0.000000	1	100000000000000.000000
35.000000	0.000000	0.986523	0.485368	0.636305	0.531355	0.775748	0.964573	0.965452	0.627578	0.841699	0.510307	0.594517	0.949819	0.023411	0.737381	0.026819	0.585668	0.826056	0.699367	0.327341	0.795722	0.000000	1	0.000000
35.000000	0.000000	0.986505	0.485365	0.636305	0.531822	0.775748	0.964573	0.965452	0.622887	0.841699	0.510307	0.593085	0.949819	0.023249	0.721803	0.026819	0.585834	0.826056	0.701226	0.327341	0.795722	0.000000	1	0.000000
35.000000	0.000000	0.986511	0.484520	0.664853	0.539813	0.816531	0.963541	0.965073	0.633729	0.841657	0.517384	0.594977	0.946534	0.002177	0.733467	0.062420	0.583903	0.834434	0.664591	0.328180	0.727622	0.000000	1	0.000000
35.000000	0.000000	0.986522	0.485725	0.661655	0.533762	0.801677	0.964741	0.965860	0.627404	0.858781	0.517038	0.594361	0.952466	0.002108	0.726541	0.111257	0.586219	0.826094	0.757364	0.315367	0.746881	0.000000	1	0.000000
35.000000	0.000000	0.986507	0.485313	0.625943	0.509218	0.783263	0.925747	0.989759	0.631016	0.859090	0.523352	0.593080	0.949282	0.018801	0.724920	0.060953	0.585621	0.826026	0.698732	0.343387	0.771327	0.000000	1	0.000000
35.000000	0.000000	0.986543	0.485437	0.633077	0.532947	0.803635	0.963561	0.972792	0.616912	0.854668	0.465460	0.597522	0.943136	0.067299	0.745456	0.022538	0.584077	0.826089	0.661565	0.340409	0.727249	0.000000	1	0.000000
35.000000	0.000000	0.986477	0.487024	0.629062	0.510005	0.801759	0.962171	0.972745	0.627278	0.842896	0.524037	0.596360	0.943410	0.003527	0.730471	0.024653	0.585173	0.834297	0.728437	0.335303	0.745749	0.000000	1	0.000000
35.000000	0.000000	0.986523	0.485437	0.636305	0.532383	0.803042	0.964573	0.965046	0.628077	0.841485	0.491387	0.594517	0.949835	0.023415	0.737443	0.028816	0.585642	0.826056	0.696071	0.326386	0.795722	0.000000	1	0.000000
35.000000	0.000000	0.986507	0.485313	0.635891	0.509218	0.783263	0.963353	0.989759	0.631016	0.859090	0.523352	0.593080	0.949282	0.022854	0.736934	0.059737	0.585620	0.826026	0.698608	0.343387	0.771327	0.000000	1	0.000000
35.000000	0.000000	0.986511	0.484506	0.664853	0.540671	0.815924	0.963570	0.965073	0.621718	0.841657	0.517164	0.595097	0.950126	0.002183	0.734872	0.062420	0.583903	0.834434	0.664591	0.328180	0.727622	0.000000	1	0.000000
35.000000	0.000000	0.986737	0.485298	0.652626	0.532257	0.800017	0.936774	0.973721	0.621554	0.859781	0.517357	0.577860	0.955078	0.022922	0.724374	0.018559	0.583903	0.834753	0.699604	0.314792	0.773302	0.000000	1	0.000000
35.000000	0.000000	0.986470	0.485268	0.629062	0.533043	0.801766	0.972608	0.972792	0.627278	0.841617	0.523781	0.596360	0.951085	0.025330	0.724181	0.062429	0.585173	0.826068	0.739062	0.314644	0.746380	0.000000	1	0.000000
35.000000	0.000000	0.986738	0.486927	0.658769	0.510035	0.800995	0.963156	0.985686	0.627284	0.859106	0.524804	0.594067	0.955755	0.022929	0.724504	0.024662	0.580208	0.827595	0.699333	0.338706	0.799097	0.000000	1	0.000000
35.000000	0.000000	0.986470	0.484528	0.629041	0.533043	0.814214	0.972608	0.972780	0.627240	0.840503	0.523801	0.592861	0.958186	0.003621	0.730634	0.024653	0.585171	0.827873	0.739832	0.339707	0.746232	0.000000	1	0.000000
35.000000	0.000000	0.986510	0.485381	0.634855	0.509220	0.802069	0.972773	0.965362	0.631328	0.841478	0.522832	0.594512	0.913330	0.022961	0.721880	0.111257	0.585164	0.826068	0.758121	0.326964	0.724293	0.000000	1	0.000000
35.000000	0.000000	0.986523	0.485725	0.661655	0.508897	0.803986	0.964741	0.965452	0.620481	0.858781	0.517038	0.594361	0.912067	0.023398	0.726541	0.111257	0.586219	0.826094	0.757364	0.315367	0.731341	0.000000	1	0.000000
35.000000	0.000000	0.986505	0.485365	0.636305	0.510472	0.784025	0.927357	0.965544	0.622887	0.841029	0.510307	0.593080	0.949824	0.023249	0.724836	0.026819	0.585840	0.826028	0.701226	0.327748	0.795722	0.000000	1	0.000000
35.000000	0.000000	0.986476	0.484846	0.629062	0.533043	0.801766	0.972608	0.972792	0.627278	0.842896	0.523781	0.596360	0.951085	0.003621	0.730471	0.024653	0.585173	0.826068	0.736965	0.339710	0.746380	0.000000	1	0.000000
